latitude,longitude,MAG,DEPTH,LOCATION,IRIS_ID,DATE and TIME (UTC)?
-29.11,-179.07,4.1,346,KERMADEC ISLANDS REGION,??11009559,2019-02-12 16:03
51.99,-174.38,4,4,"ANDREANOF ISLANDS, ALEUTIAN IS.",??11005022,2019-02-12 15:59
60.68,170.29,4.1,10,"EASTERN SIBERIA, RUSSIA",??11005015,2019-02-12 15:25
44.51,142.14,4.2,234,"HOKKAIDO, JAPAN REGION",??11004992,2019-02-12 14:55
22.87,101.44,4.5,10,MYANMAR-CHINA BORDER REGION,??11004999,2019-02-12 14:49
-29.68,-71.3,4.1,35,NEAR COAST OF CENTRAL CHILE,??11004987,2019-02-12 14:13
19.07,145.77,5.9,130,MARIANA ISLANDS,??11004972,2019-02-12 12:34
-15.06,168.09,5.1,10,VANUATU ISLANDS,??11004951,2019-02-12 10:53
-8.37,116.79,4.6,10,"SUMBAWA REGION, INDONESIA",??11004942,2019-02-12 10:05
-3.04,146.27,5.1,10,BISMARCK SEA,??11004937,2019-02-12 9:45
4.93,126.34,5,78,"TALAUD ISLANDS, INDONESIA",??11004923,2019-02-12 8:01
36.61,70.92,4.2,214,"HINDU KUSH REGION, AFGHANISTAN",??11012937,2019-02-12 7:23
44.55,-129.44,4.2,10,OFF COAST OF OREGON,??11004894,2019-02-12 3:52
-35.66,-99.98,4.8,10,SOUTHEAST OF EASTER ISLAND,??11004888,2019-02-12 2:55
2.75,127.29,4.5,35,NORTHERN MOLUCCA SEA,??11004883,2019-02-12 2:50
14.46,85.73,4.9,10,BAY OF BENGAL,??11004864,2019-02-12 1:32
-12.75,45.53,4.5,10,NORTHWEST OF MADAGASCAR,??11011415,2019-02-11 23:58
-15.76,-172.18,5,10,SAMOA ISLANDS REGION,??11004825,2019-02-11 23:27
31.02,142.38,4.9,10,"SOUTHEAST OF HONSHU, JAPAN",??11004822,2019-02-11 23:26
-3.81,131.64,4.1,10,"IRIAN JAYA REGION, INDONESIA",??11008976,2019-02-11 22:55
24.05,141.79,4.3,74,"VOLCANO ISLANDS, JAPAN REGION",??11008973,2019-02-11 21:36
1.87,128.31,4.3,35,"HALMAHERA, INDONESIA",??11012488,2019-02-11 17:44
51.54,156.91,4.9,137,"KAMCHATKA PENINSULA, RUSSIA",??11004700,2019-02-11 17:28
9.85,126.29,4.6,35,"MINDANAO, PHILIPPINES",??11009546,2019-02-11 16:39
36.43,28.91,4.1,10,"DODECANESE ISLANDS, GREECE",??11004671,2019-02-11 16:38
-18.02,-178,4.3,571,FIJI ISLANDS REGION,??11009526,2019-02-11 16:18
6.06,-82.65,4.9,10,SOUTH OF PANAMA,??11004648,2019-02-11 15:17
2.41,129.34,4.2,10,"HALMAHERA, INDONESIA",??11009518,2019-02-11 15:07
36.72,71.37,4.2,182,AFGHANISTAN-TAJIKISTAN BORD REG.,??11004640,2019-02-11 14:54
-23.11,-179.44,4.3,432,SOUTH OF FIJI ISLANDS,??11009512,2019-02-11 14:15
0.24,126.08,4.5,10,NORTHERN MOLUCCA SEA,??11009509,2019-02-11 14:09
-34.27,-70.79,4.3,95,CHILE-ARGENTINA BORDER REGION,??11004633,2019-02-11 13:56
27.07,55.63,4.5,10,SOUTHERN IRAN,??11004557,2019-02-11 4:12
-18.75,169.36,4.2,250,VANUATU ISLANDS,??11004551,2019-02-11 2:35
13.2,-87.72,4.7,193,HONDURAS,??11004539,2019-02-11 0:08
50.72,-130.1,4.1,10,"VANCOUVER ISLAND, CANADA REGION",??11004541,2019-02-11 0:02
-7.3,122.99,4.6,574,FLORES SEA,??11004527,2019-02-10 22:54
10.27,-62.38,4.7,10,NEAR COAST OF VENEZUELA,??11004529,2019-02-10 22:52
-28.02,-70.72,4.3,95,CENTRAL CHILE,??11004518,2019-02-10 21:00
15.78,-94.71,4.5,63,"NEAR COAST OF OAXACA, MEXICO",??11004499,2019-02-10 17:33
-16.82,-174.46,4.5,191,TONGA ISLANDS,??11004497,2019-02-10 17:12
9.89,126.41,4.6,35,"MINDANAO, PHILIPPINES",??11004490,2019-02-10 16:48
42.44,141.42,4.4,109,"HOKKAIDO, JAPAN REGION",??11004469,2019-02-10 15:59
27.01,55.58,4.3,10,SOUTHERN IRAN,??11009473,2019-02-10 14:56
9.8,126.27,4.5,35,"MINDANAO, PHILIPPINES",??11009471,2019-02-10 14:54
-6.45,143.1,4.2,35,"NEW GUINEA, PAPUA NEW GUINEA",??11009465,2019-02-10 14:42
9.89,126.13,4.8,35,"MINDANAO, PHILIPPINES",??11009462,2019-02-10 14:39
9.82,126.37,5.2,35,"MINDANAO, PHILIPPINES",??11004457,2019-02-10 14:33
52.12,-175.98,4,159,"ANDREANOF ISLANDS, ALEUTIAN IS.",??11004464,2019-02-10 14:33
-4.65,101.48,4.6,10,"SOUTHERN SUMATRA, INDONESIA",??11004460,2019-02-10 14:17
-4.57,101.56,4.6,35,"SOUTHERN SUMATRA, INDONESIA",??11004459,2019-02-10 14:08
9.78,126.21,4.4,35,"MINDANAO, PHILIPPINES",??11009457,2019-02-10 14:04
-27.04,-176.46,4.5,22,KERMADEC ISLANDS REGION,??11009453,2019-02-10 13:44
66.31,-157.23,4.6,8,NORTHERN ALASKA,??11004444,2019-02-10 13:35
9.8,126.16,4.6,64,"MINDANAO, PHILIPPINES",??11009202,2019-02-10 13:35
-15.11,-173.49,5.1,10,TONGA ISLANDS,??11004445,2019-02-10 13:27
-17.3,-178.21,4.3,447,FIJI ISLANDS REGION,??11009195,2019-02-10 13:27
-24.08,-66.73,4.4,196,"SALTA PROVINCE, ARGENTINA",??11004451,2019-02-10 13:22
0.18,126.07,4.3,15,NORTHERN MOLUCCA SEA,??11010587,2019-02-10 11:49
-24.17,-66.86,4.3,176,"SALTA PROVINCE, ARGENTINA",??11010586,2019-02-10 11:44
27.09,55.53,5.4,10,SOUTHERN IRAN,??11004422,2019-02-10 10:54
9.83,126.36,4.2,35,"MINDANAO, PHILIPPINES",??11010576,2019-02-10 10:24
-3.45,130.83,4,10,"SERAM, INDONESIA",??11010570,2019-02-10 9:09
-14.18,-75.69,4.3,64,NEAR COAST OF PERU,??11004408,2019-02-10 8:49
2.75,126.95,4.2,59,NORTHERN MOLUCCA SEA,??11012911,2019-02-10 7:37
2.6,126.98,4.7,56,NORTHERN MOLUCCA SEA,??11004381,2019-02-10 5:42
28.19,129.53,4.9,36,"RYUKYU ISLANDS, JAPAN",??11004379,2019-02-10 5:34
-58.77,-26.52,4.9,107,SOUTH SANDWICH ISLANDS REGION,??11009911,2019-02-10 4:04
21.18,143.48,4.5,141,MARIANA ISLANDS REGION,??11004363,2019-02-10 3:54
-22.65,170.57,4.7,35,SOUTHEAST OF LOYALTY ISLANDS,??11009906,2019-02-10 3:29
27.33,96.36,5,10,MYANMAR-INDIA BORDER REGION,??11004359,2019-02-10 3:22
10,126.38,4.8,35,"MINDANAO, PHILIPPINES",??11004357,2019-02-10 3:06
2.2,126.84,4.4,35,NORTHERN MOLUCCA SEA,??11009710,2019-02-10 2:22
4.79,-75.46,4.6,152,COLOMBIA,??11009699,2019-02-10 2:21
0.38,126.26,5,35,NORTHERN MOLUCCA SEA,??11004342,2019-02-10 2:05
9.71,125.95,4.6,10,"MINDANAO, PHILIPPINES",??11009695,2019-02-10 1:49
2.67,127.2,4.6,35,NORTHERN MOLUCCA SEA,??11004340,2019-02-10 1:41
37.22,141.21,4.2,35,"NEAR EAST COAST OF HONSHU, JAPAN",??11009669,2019-02-10 1:30
-17.69,-178.2,4.5,587,FIJI ISLANDS REGION,??11009691,2019-02-10 1:29
-59.05,-25.19,4.5,35,SOUTH SANDWICH ISLANDS REGION,??11009665,2019-02-10 1:22
2.65,127.01,4.5,35,NORTHERN MOLUCCA SEA,??11009647,2019-02-10 1:15
2.58,127.07,5,35,NORTHERN MOLUCCA SEA,??11004336,2019-02-10 1:08
2.69,127.22,4.6,35,NORTHERN MOLUCCA SEA,??11004338,2019-02-10 1:06
-8.37,108.62,4.2,39,"JAVA, INDONESIA",??11011777,2019-02-10 0:58
40.41,141.9,4.1,61,"NEAR EAST COAST OF HONSHU, JAPAN",??11010529,2019-02-10 0:54
9.85,126.32,4.3,10,"MINDANAO, PHILIPPINES",??11010526,2019-02-10 0:37
-58.84,-25.04,4.3,10,SOUTH SANDWICH ISLANDS REGION,??11010523,2019-02-10 0:27
-22.83,-68.72,4.2,104,NORTHERN CHILE,??11004323,2019-02-09 23:40
-14.89,-178.4,4.9,368,FIJI ISLANDS REGION,??11004317,2019-02-09 23:01
-16.61,177.5,4.6,10,FIJI ISLANDS,??11010517,2019-02-09 22:46
9.86,126.27,4.7,35,"MINDANAO, PHILIPPINES",??11011754,2019-02-09 22:23
9.9,126.29,5,10,"MINDANAO, PHILIPPINES",??11004309,2019-02-09 22:21
9.78,126.24,4.5,10,"MINDANAO, PHILIPPINES",??11010508,2019-02-09 22:13
33.31,139.5,4,169,"SOUTHEAST OF HONSHU, JAPAN",??11010505,2019-02-09 22:08
31.68,49.54,4.8,10,WESTERN IRAN,??11004302,2019-02-09 21:26
-15.01,-70.64,4.4,181,SOUTHERN PERU,??11004303,2019-02-09 20:16
2.32,128.79,4.5,41,"HALMAHERA, INDONESIA",??11010493,2019-02-09 19:57
9.94,126.76,4.5,10,"MINDANAO, PHILIPPINES",??11010491,2019-02-09 19:46
-21.65,-68.37,5,115,CHILE-BOLIVIA BORDER REGION,??11004280,2019-02-09 19:23
-22.1,169.82,4.8,10,SOUTHEAST OF LOYALTY ISLANDS,??11010665,2019-02-09 17:17
-20.71,-178.21,4.9,561,FIJI ISLANDS REGION,??11004247,2019-02-09 15:03
18.94,145.47,4.2,217,MARIANA ISLANDS,??11012706,2019-02-09 12:36
-21.56,-68.55,4.7,137,CHILE-BOLIVIA BORDER REGION,??11004220,2019-02-09 11:11
12.31,-89.23,4.2,10,OFF COAST OF CENTRAL AMERICA,??11004211,2019-02-09 10:03
5.53,95.91,4.6,148,"NORTHERN SUMATRA, INDONESIA",??11004198,2019-02-09 9:21
-8.28,121.07,4.5,10,"FLORES REGION, INDONESIA",??11010567,2019-02-09 7:25
27.98,56.6,4.1,10,SOUTHERN IRAN,??11010543,2019-02-09 7:19
-12.88,45.27,4.6,10,NORTHWEST OF MADAGASCAR,??11004179,2019-02-09 7:13
10.28,126.72,4.4,10,PHILIPPINE ISLANDS REGION,??11009612,2019-02-09 4:23
